,region,region_coord
902,"Mornington Peninsula, Australia","(-38.2854053, 145.093449)"
903,"Bourgogne Aligoté, France","(41.9277528, -87.70608190000002)"
904,"Auxey-Duresses, France","(46.986357, 4.747390999999999)"
905,"Orvieto Classico Superiore, Italy","(32.9811019, -117.2513443)"
906,"Saint-Romain, France","(46.99825800000001, 4.708748)"
907,"Lugana Superiore, Italy","(44.9712694, -93.28621389999999)"
908,"Cesanese del Piglio, Italy","(41.8259941, 13.1341835)"
909,"Banyuls, France","(42.48343, 3.128874)"
910,"Friuli Venezia Giulia, Italy","(46.2259177, 13.1033646)"
911,"Patras, Greece","(38.2466395, 21.734574)"
912,"Monterey-Santa Barbara, USA","(34.4217436, -119.7267751)"
913,"Franken, Germany","(50.08972310000001, 11.9190005)"
914,"Sonoma County-Monterey County-Napa County, USA","(36.599774, -121.8953841)"
915,"Rosé d'Anjou, France","(40.7330117, -73.9987735)"
916,"Rubicone, Italy","(44.07501389999999, 12.3642596)"
917,"Vittoria Frappato, Italy","(36.989738, 14.5445575)"
918,"Mâcon La Roche Vineuse, France","(46.34679200000001, 4.719113)"
919,"Muscat de Beaumes de Venise, France","(37.8749361, -122.2938006)"
920,"Korinthia, Greece","(38.0022977, 22.5245093)"
921,"Colli di Luni, Italy","(44.0777715, 10.0139288)"
922,"Soave Classico Superiore, Italy","(37.7934333, -122.3993139)"
923,"San Clemente, Chile","(-35.5362386, -71.4872994)"
924,"Corton Grèves, France","(47.0772222, 4.8497222)"
925,"Entre-Deux-Mers, France","(44.7762875, -0.3495841)"
926,"Barbera del Monferrato, Italy","(45.008603, 8.407276)"
927,"Copertino, Italy","(40.2696379, 18.0604887)"
928,"Alta Mesa, USA","(33.440587, -111.7070613)"
929,"Vacqueyras, France","(44.13846299999999, 4.982689)"
930,"Coteaux de Verdon, France","(36.0554487, -96.00503499999999)"
931,"Podunavlje, Croatia","(45.630613, 18.8133484)"
932,"Saint-Chinian, France","(43.418646, 2.945129)"
933,"Lake Erie, USA","(42.0668852, -81.3399414)"
934,"Lirac, France","(44.03527500000001, 4.693796)"
935,"Mokelumne River, USA","(38.1097595, -121.5749849)"
936,"Valpolicella Valpantena Superiore, Italy","(45.5333333, 11.0)"
937,"Florina, Greece","(40.78452619999999, 21.4131222)"
938,"Buin, Chile","(-33.7313897, -70.742431)"
939,"Francs Côtes de Bordeaux, France","(44.936198, -0.02241)"
940,"Manchuela, Spain","(30.2482125, -97.7714079)"
941,"Biferno Rosso, Italy","(26.1628149, -81.8088796)"
942,"Régnié, France","(46.148683, 4.6401625)"
943,"Sonoma County-Lake County, USA","(38.5779555, -122.9888319)"
944,"Italy, Italy","(41.86954009999999, -87.6511328)"
945,"Languedoc-Roussillon, France","(43.5912356, 3.2583626)"
946,"France, France","(46.227638, 2.213749)"
947,"Colli Perugini, Italy","(43.1118776, 12.3874652)"
948,"Aleatico dell'Elba, Italy","(42.8144678, 10.3301028)"
949,"Bío Bío Valley, Chile","(-37.4464428, -72.1416132)"
950,"Touraine, France","(47.3020954, 0.6921741)"
951,"Corbières-Boutenac, France","(43.1485716, 2.79395)"
952,"Haut-Judeé, Israel","(31.807807, 35.091355)"
953,"Ohio, USA","(40.4172871, -82.90712300000001)"
954,"Vin de Pays du Val de Cesse, France","(43.287046, 2.888213)"
955,"Saussignac, France","(44.800008, 0.326801)"
956,"Limoux, France","(43.053289, 2.218142)"
957,"Terras do Sado, Portugal","(41.5050714, -74.0051673)"
958,"Madrid, Spain","(40.4167754, -3.7037902)"
959,"San Luis Obispo, USA","(35.2827524, -120.6596156)"
960,"Vino de Mesa, Spain","(33.6421783, -117.9185608)"
961,"Maipo Valley-Colchagua Valley, Chile","(-33.8088442, -70.7644236)"
962,"Vittoria, Italy","(36.9520998, 14.5372653)"
963,"Noto, Italy","(36.8924433, 15.0651945)"
964,"Campi Flegrei, Italy","(40.827, 14.139)"
965,"Bendigo, Australia","(-36.7570157, 144.2793906)"
966,"Friuli Isonzo, Italy","(46.0506799, 13.5956455)"
967,"Vin de Pays de L'Aude, France","(43.0568691, 2.2143696)"
968,"Terre di Chieti, Italy","(32.443335, -97.787711)"
969,"Romagna, Italy","(44.5967607, 11.2186396)"
970,"Breedekloof, South Africa","(-33.681831, 19.3143778)"
971,"Vin de Pays du Gard, France","(43.99084329999999, 4.4399744)"
972,"Colline Teatine, Italy","(38.8502352, -104.8671729)"
973,"Cederberg, South Africa","(-32.5891202, 19.0118251)"
974,"Montilla-Moriles, Spain","(33.6947139, -117.9257667)"
975,"Pomino, Italy","(43.81774799999999, 11.5481573)"
976,"Côte Rôtie, France","(29.7538656, -95.3613323)"
977,"Vermont, USA","(44.5588028, -72.57784149999999)"
978,"Garda Classico, Italy","(39.1437164, -76.6324343)"
979,"Montenetto di Brescia, Italy","(45.4681, 10.1301)"
980,"Lombardy, Italy","(45.47906709999999, 9.8452433)"
981,"Benaco Bresciano, Italy","(45.6049385, 10.6351414)"
982,"Musigny, France","(47.163708, 4.517347)"
983,"Chambertin, France","(47.225962, 4.968738999999999)"
984,"Clos Saint-Denis, France","(48.9490671, 2.3749337)"
985,"Côtes du Lot, France","(37.7746773, -122.391388)"
986,"Heathcote, Australia","(-36.916667, 144.7)"
987,"Malvasia delle Lipari, Italy","(38.49714669999999, 14.9127941)"
988,"Switzerland, Switzerland","(46.818188, 8.227511999999999)"
989,"Waitaki Valley, New Zealand","(-44.8111179, 170.2915538)"
990,"Golan Heights, Israel","(33.01558540000001, 35.784354)"
991,"Côtes du Frontonnais, France","(43.8361935, 1.3979609)"
992,"Mittelburgenland, Austria","(47.49497, 16.50879)"
993,"Fruška Gora, Serbia","(45.1570803, 19.7093272)"
994,"Philadelphia, South Africa","(-33.6666209, 18.5811957)"
995,"Marsala, Italy","(37.7981074, 12.4372236)"
996,"Muzla, Slovakia","(47.7922734, 18.5974801)"
997,"Marca Trevigiana, Italy","(40.8048616, -74.14517)"
998,"Colli di Conegliano, Italy","(45.8925141, 12.3097453)"
999,"Chianti Colli Aretini, Italy","(43.4941435, 11.5780983)"
1000,"Napa County-Sonoma County, USA","(38.5024689, -122.2653887)"
1001,"Monterrei, Spain","(41.9470179, -7.449239599999999)"
1002,"Mendocino-Lake, USA","(39.2173837, -123.171699)"
1003,"Dogliani, Italy","(44.5319723, 7.949748199999999)"
1004,"Mátra, Hungary","(47.8833333, 19.95)"
1005,"Kakheti, Georgia","(41.6481602, 45.6905554)"
1006,"Saint-Nicolas-de-Bourgueil, France","(47.284852, 0.12535)"
1007,"Bramaterra, Italy","(45.5955346, 8.253127100000002)"
1008,"Monterey-Santa Cruz, USA","(36.9741171, -122.0307963)"
1009,"Teroldego Rotaliano, Italy","(46.2064495, 11.1000317)"
1010,"North Carolina, USA","(35.7595731, -79.01929969999999)"
1011,"Cortese di Gavi, Italy","(44.6877629, 8.8036549)"
1012,"York Mountain, USA","(42.0092908, -74.3821116)"
1013,"Touraine Amboise, France","(47.4045065, 0.9840671)"
1014,"Texas High Plains, USA","(33.57292109999999, -101.9045895)"
1015,"Petit Chablis, France","(38.439698, -105.2394224)"
1016,"Ben Lomond Mountain, USA","(41.363274, -111.960498)"
1017,"Wiener Gemischter Satz, Austria","(48.30215459999999, 16.4089871)"
1018,"Colli Bolognesi, Italy","(41.8977726, -87.62239799999999)"
1019,"Lambrusco Reggiano, Italy","(33.335053, -111.908374)"
1020,"Emilia-Romagna, Italy","(44.5967607, 11.2186396)"
1021,"Château-Chalon, France","(46.7549, 5.626337899999999)"
1022,"Mâcon-Mancey, France","(46.57554400000001, 4.833501000000001)"
1023,"Irancy, France","(47.71398199999999, 3.665354999999999)"
1024,"Pitsilia Mountains, Cyprus","(34.9219817, 32.879425)"
1025,"Cigales, Spain","(41.7733965, -4.7174062)"
1026,"Assisi, Italy","(43.0707017, 12.6195966)"
1027,"Attica, Greece","(38.0457568, 23.8584737)"
1028,"Savennières-Roche-Aux-Moines, France","(47.389353, -0.641455)"
1029,"Jujuy, Argentina","(-24.1857864, -65.2994767)"
1030,"Montescudaio, Italy","(43.326165, 10.6265654)"
1031,"Galatina, Italy","(40.17582280000001, 18.1724756)"
1032,"Cirò, Italy","(39.3811686, 17.0673088)"
1033,"Vin de Pays des Portes de Méditerranée, France","(34.5531284, 18.0480105)"
1034,"Alcamo, Italy","(37.9783947, 12.9686255)"
1035,"Soave Superiore, Italy","(45.4544384, 11.2358335)"
1036,"Hungary, Hungary","(47.162494, 19.5033041)"
1037,"Vermentino di Gallura, Italy","(40.8051102, 9.321366399999999)"
1038,"Elazığ-Diyarbakir, Turkey","(37.9197414, 40.2324199)"
1039,"Brulhois, France","(44.177717, 0.515621)"
1040,"Jonkershoek Valley, South Africa","(-33.9512794, 18.9052428)"
1041,"Tikves, Macedonia","(41.4351304, 22.0028083)"
1042,"Uruguay, Uruguay","(-32.522779, -55.765835)"
1043,"Limestone Coast, Australia","(-36.7235617, 140.3481835)"
1044,"Chianti Superiore, Italy","(34.0138739, -118.4962475)"
1045,"Rosazzo, Italy","(45.9915583, 13.4415929)"
1046,"Progreso, Uruguay","(-34.6636109, -56.2230875)"
1047,"Verdicchio di Matelica, Italy","(43.2711212, 13.0058802)"
1048,"Columbia Valley-Walla Walla Valley, USA","(46.0650436, -118.3395156)"
1049,"Gutturnio Colli Piacentini, Italy","(45.0303354, 9.6863615)"
1050,"Waiheke Island, New Zealand","(-36.8000487, 175.1009721)"
1051,"Ardèche, France","(44.759629, 4.5624426)"
1052,"Napa-Mendocino-Sonoma-Marin, USA","(38.2949874, -122.4760013)"
1053,"Great Southern, Australia","(42.49659370000001, -96.4053679)"
1054,"Ankara, Turkey","(39.9333635, 32.8597419)"
1055,"Molina, Chile","(-35.1164987, -71.2829759)"
1056,"Serra do Sudeste, Brazil","(-31.6562664, -52.9592649)"
1057,"Barbera del Monferrato Superiore, Italy","(40.9508648, -73.8268884)"
1058,"Leyda Valley-Maipo Valley, Chile","(29.602645, -95.622074)"
1059,"Rutherglen, Australia","(-36.055556, 146.4625)"
1060,"Mâcon-Charnay, France","(46.3094444, 4.8011956)"
1061,"Dalmatian Coast, Croatia","(43.5083294, 16.4368922)"
1062,"Eilandia, South Africa","(-33.7725, 19.67317)"
1063,"Ancient Lakes, USA","(47.1507025, -119.9454183)"
1064,"Mount Barker, Australia","(-35.0809029, 138.8634671)"
1065,"Dealurile Munteniei, Romania","(None, None)"
1066,"Rivesaltes, France","(42.768583, 2.871763000000001)"
1067,"Cérons, France","(44.631404, -0.337996)"
1068,"Coteaux du Layon Saint Aubin, France","(47.3292533, -0.6881096999999999)"
1069,"Sonoma, USA","(38.397827, -122.7155887)"
1070,"Rhône Valley, France","(36.154061, -95.99103)"
1071,"Mâcon-Loché, France","(46.2787679, 4.7703525)"
1072,"Thraki, Greece","(41.1295126, 24.8877191)"
1073,"Orvieto, Italy","(42.7185068, 12.1107446)"
1074,"Sainte-Foy Bordeaux, France","(44.85012039999999, -0.5692298)"
1075,"Curicó and Maipo Valleys, Chile","(-34.9859489, -71.2417746)"
1076,"Štajerska, Slovenia","(46.3111036, 15.5122711)"
1077,"Middle and South Dalmatia, Croatia","(41.8642219, -87.62385239999999)"
1078,"Gioia del Colle, Italy","(40.7990706, 16.9221587)"
1079,"Kentucky, USA","(37.8393332, -84.2700179)"
1080,"Prince Edward County, Canada","(44.0003383, -77.25049369999999)"
1081,"San Francisco Bay-Livermore Valley, USA","(37.6818688, -121.7684732)"
1082,"Elkton Oregon, USA","(43.6376174, -123.568152)"
1083,"Extremadura, Spain","(39.4937392, -6.0679194)"
1084,"Župa, Serbia","(42.9712396, 20.3606701)"
1085,"Vino da Tavola, Italy","(40.7685634, -73.9253755)"
1086,"Southern Fleurieu, Australia","(-35.5, 138.5)"
1087,"Clements Hills, USA","(42.0457458, -70.1916383)"
1088,"Vinos de Madrid, Spain","(40.4326845, -3.7016862)"
1089,"Calabria, Italy","(39.3087714, 16.3463791)"
1090,"Custoza, Italy","(45.3729347, 10.7962865)"
1091,"Contea di Sclafani, Italy","(39.7616118, -86.154422)"
1092,"Ahr, Germany","(50.46560059999999, 6.9512367)"
1093,"Dolcetto di Diano d'Alba, Italy","(44.650586, 8.027121)"
1094,"Vin de Pays de l'Ile de Beauté, France","(40.6937019, -73.965586)"
1095,"Romania, Romania","(45.943161, 24.96676)"
1096,"Blanquette de Limoux, France","(43.055162, 2.204333)"
1097,"Pafos, Cyprus","(34.7720133, 32.4297369)"
1098,"Venezia, Italy","(45.4408474, 12.3155151)"
1099,"Monemvasia, Greece","(36.6876016, 23.056032)"
1100,"Samos, Greece","(37.7547857, 26.9777701)"
1101,"Fitou, France","(42.893306, 2.978041)"
1102,"Tulbagh, South Africa","(-33.2872221, 19.1434108)"
1103,"Elazığ, Turkey","(38.674816, 39.22251500000001)"
1104,"Danube River Plains, Bulgaria","(43.2500601, 25.3337055)"
1105,"Cappadocia, Turkey","(38.3534949, 35.0911156)"
1106,"Primorska, Slovenia","(45.9005145, 13.8743767)"
1107,"Clairette de Bellegarde, France","(43.7506561, 4.518505)"
1108,"Provincia di Pavia, Italy","(45.3218166, 8.8466236)"
1109,"Montepulciano d'Abruzzo Cerasuolo, Italy","(42.1790825, 13.8052814)"
1110,"Colline Lucchesi, Italy","(40.71083400000001, -74.00761109999999)"
1111,"Emporadà-Costa Brava, Spain","(42.3882909, 3.0012155)"
1112,"Recioto di Soave Classico, Italy","(39.4073208, -107.1528054)"
1113,"Zenata, Morocco","(33.7020666, -7.3963679)"
1114,"Fara, Italy","(42.2092663, 12.7293035)"
1115,"Ismarikos, Greece","(45.519926, -73.5977389)"
1116,"Bardolino, Italy","(45.5453076, 10.6914197)"
1117,"Lison-Pramaggiore, Italy","(33.76292780000001, -84.3577306)"
1118,"Côtes du Luberon, France","(45.6402905, 5.6864994)"
1119,"Recioto della Valpolicella, Italy","(45.5205517, 10.8869911)"
1120,"Canon-Fronsac, France","(44.9264784, -0.2930427)"
1121,"Bardolino Chiaretto, Italy","(36.1262939, -86.77591029999999)"
1122,"Western Connecticut Highlands, USA","(34.910585, -82.4277749)"
1123,"Terrazze Retiche di Sondrio, Italy","(46.1873888, 10.1095317)"
1124,"Passito di Noto, Italy","(36.8921529, 15.0700378)"
1125,"Eger, Hungary","(47.9025348, 20.3772284)"
1126,"Curicó and Leyda Valleys, Chile","(-34.9779853, -71.2528803)"
1127,"Vin de Pays des Alpilles, France","(43.7577242, 4.8512089)"
1128,"Grampians, Australia","(-37.2108819, 142.3979571)"
1129,"Currency Creek, Australia","(-35.4373405, 138.7586849)"
1130,"Agioritikos, Greece","(38.9634014, -77.0750071)"
1131,"Mâcon-Verze, France","(46.376678, 4.734818)"
1132,"Casablanca-Curicó Valley, Chile","(-35.0723787, -71.25637189999999)"
1133,"Muscadet Sèvre et Maine Clisson, France","(47.09796859999999, -1.2520154)"
1134,"Aude Hauterive, France","(43.0724667, 2.3813621)"
1135,"Ribera del Guadiana, Spain","(38.679412, -6.396338)"
1136,"Toledo, Spain","(39.8628316, -4.027323099999999)"
1137,"Beotia, Greece","(38.3663664, 23.0965064)"
1138,"Algarve, Portugal","(37.0179538, -7.930834000000001)"
1139,"Monterey-Santa Barbara-Sonoma, USA","(36.6002378, -121.8946761)"
1140,"Hemel en Aarde, South Africa","(-34.4116592, 19.2065868)"
1141,"Vi de la Terra Mallorca, Spain","(40.4949803, -74.4408843)"
1142,"Abruzzo, Italy","(42.1920119, 13.7289167)"
1143,"Canelones, Uruguay","(-34.5291043, -56.2873482)"
1144,"Colli Tortonesi, Italy","(40.7254266, -74.0046926)"
1145,"Amindeo, Greece","(40.6905178, 21.6797432)"
1146,"Coteaux Bourguignons, France","(39.0273026, -94.5843462)"
1147,"Piccadilly Valley, Australia","(-34.9749399, 138.72829)"
1148,"Lake County-Mendocino County, USA","(39.2173837, -123.171699)"
1149,"Côte de Beaune-Villages, France","(47.008844, 4.797524399999999)"
1150,"Meursault-Blagny, France","(46.9593433, 4.7415055)"
1151,"Cape South Coast, South Africa","(42.365002, -71.058003)"
1152,"Sonoma County-Monterey County-Santa Barbara County, USA","(34.4127548, -119.6889645)"
1153,"Germany, Germany","(38.9144818, -77.0888434)"
1154,"Yamhill County, USA","(45.1771983, -123.2395303)"
1155,"Mendocino-Lake County-Napa, USA","(38.4896363, -122.3759269)"
1156,"Templeton Gap District, USA","(33.8213349, -116.5452378)"
1157,"Sopron, Hungary","(47.68166189999999, 16.5844795)"
1158,"Georgia, Georgia","(32.8595347, -85.1722497)"
1159,"Montecarlo, Italy","(43.8534454, 10.6657906)"
1160,"Monterey-San Luis Obispo-Santa Barbara, USA","(35.2829833, -120.6585685)"
1161,"Bulgaria, Bulgaria","(42.733883, 25.48583)"
1162,"Colli Euganei, Italy","(45.3166667, 11.6666667)"
1163,"Côtes de Nuits Villages, France","(47.180179, 4.959953)"
1164,"Contessa Entellina, Italy","(37.7295385, 13.1833552)"
1165,"Moscato di Noto, Italy","(36.8924433, 15.0651945)"
1166,"North Dalmatia, Croatia","(41.8642219, -87.62385239999999)"
1167,"Diano d'Alba, Italy","(44.64998809999999, 8.0271337)"
1168,"Prosecco Treviso, Italy","(45.64415349999999, 12.2731666)"
1169,"Prosecco Superiore di Cartizze, Italy","(41.9794119, -87.9716096)"
1170,"Chignin, France","(45.523454, 6.011586899999999)"
1171,"Controguerra, Italy","(42.85042199999999, 13.8123653)"
1172,"Northern Cape, South Africa","(-29.0466808, 21.8568586)"
1173,"San Carlos, Argentina","(-41.1334722, -71.3102778)"
1174,"Savoie, France","(45.4932045, 6.472399999999999)"
1175,"Austria, Austria","(47.516231, 14.550072)"
1176,"Gard, France","(43.9446996, 4.1513764)"
1177,"Kutjevo, Croatia","(45.42588139999999, 17.88337)"
1178,"Valli di Porto Pino, Italy","(38.9481209, 8.6208777)"
1179,"Corse Porto Vecchio, France","(41.591369, 9.278311)"
1180,"Greece, Greece","(39.074208, 21.824312)"
1181,"Vinho da Mesa, Portugal","(38.8402416, -7.628929299999999)"
1182,"Bizkaiko Txakolina, Spain","(42.38818, -71.095545)"
1183,"Hvar, Croatia","(43.1729478, 16.4411136)"
1184,"Cheverny, France","(47.49973, 1.46013)"
1185,"Cephalonia, Greece","(38.1753675, 20.5692179)"
1186,"Carneros-Napa Valley, USA","(38.25552, -122.3513889)"
1187,"Falerio dei Colli Ascolani, Italy","(None, None)"
1188,"Erbaluce di Caluso, Italy","(45.3052855, 7.888083399999999)"
1189,"Mamertino, Italy","(38.0325358, 14.7726781)"
1190,"Civitella d'Agliano, Italy","(42.6042926, 12.1859029)"
1191,"Beaujolais Blanc, France","(45.5167547, -122.6186539)"
1192,"Amarone della Valpolicella Valpantena, Italy","(45.5333333, 11.0)"
1193,"Chalkidiki, Greece","(40.3694997, 23.287085)"
1194,"Orange, Australia","(-33.283333, 149.1)"
1195,"Pedernal Valley, Argentina","(-31.9958958, -68.764945)"
1196,"Coteaux du Giennois, France","(32.0786276, -81.0995367)"
1197,"Breganze, Italy","(45.708245, 11.5574545)"
1198,"Tehama County, USA","(40.0982197, -122.174605)"
1199,"Eloro, Italy","(36.839192, 15.1066749)"
1200,"Vin de Pays du Jardin de la France, France","(39.7023355, -104.9595705)"
1201,"Ischia, Italy","(40.7270164, 13.9028656)"
1202,"Murray-Darling, Australia","(-31.4266706, 143.935319)"
1203,"Saint-Péray, France","(44.944816, 4.841902999999999)"
1204,"Carema, Italy","(45.5826302, 7.8080102)"
1205,"Cahul, Moldova","(45.8939404, 28.1890275)"
1206,"Valpolicella Valpantena, Italy","(45.5333333, 11.0)"
1207,"Cyclades, Greece","(37.1548247, 25.0687356)"
1208,"Ramona Valley, USA","(33.03763840000001, -116.8765386)"
1209,"Pouilly-Vinzelles, France","(None, None)"
1210,"Asolo Prosecco Superiore, Italy","(45.7596275, 11.984389)"
1211,"Napa County-Lake County, USA","(None, None)"
1212,"Colli Etruria Centrale, Italy","(42.3385156, 14.0591193)"
1213,"Vino de la Tierra del Bajo Aragón, Spain","(40.856431, -0.280399)"
1214,"East Coast, New Zealand","(-37.6908365, 178.5396131)"
1215,"Vin de Pays de l'Atlantique, France","(44.8500585, -0.5712937)"
1216,"Côtes de Forez, France","(37.7746773, -122.391388)"
1217,"Monthélie, France","(46.99248799999999, 4.76562)"
1218,"Sonoma County-Monterey County, USA","(38.291859, -122.4580356)"
1219,"Clos de Lambrays, France","(47.1980495, 4.9634534)"
1220,"Clos de Tart, France","(47.1956472, 4.961697600000001)"
1221,"Corton-Pougets, France","(30.4395059, -90.0836838)"
1222,"Romanée-St.-Vivant, France","(47.1622742, 4.9539795)"
1223,"Madera, USA","(37.9254806, -122.5274755)"
1224,"Breede River Valley, South Africa","(-33.7272263, 19.4735066)"
1225,"Short Hills Bench, Canada","(43.0964318, -79.2823459)"
1226,"Alella, Spain","(41.4919653, 2.2940817)"
1227,"Naches Heights, USA","(46.64903109999999, -120.6585503)"
1228,"Aglianico del Beneventano, Italy","(41.1393811, 14.7738489)"
1229,"Vin de Pays de la Haute Vallée du Gassac, France","(41.0138527, -73.7585179)"
1230,"Ticino, Switzerland","(46.331734, 8.800452900000002)"
1231,"Zonda Valley, Argentina","(-31.740385, -69.0016485)"
1232,"Corse, France","(42.0396042, 9.012892599999999)"
1233,"Vlootenburg, South Africa","(-33.9586148, 18.7979659)"
1234,"Barbera di Piemonte, Italy","(45.4857731, 8.1648994)"
1235,"Colchagua Costa, Chile","(33.6503705, -117.7445783)"
1236,"Castilla La Mancha, Spain","(39.2795607, -3.097702)"
1237,"Brachetto d'Acqui, Italy","(33.9214486, -84.3160105)"
1238,"Vin Doux Naturel Rasteau, France","(44.2248427, 4.988436)"
1239,"Brda, Slovenia","(45.9975652, 13.5270474)"
1240,"Dingač, Croatia","(42.9411045, 17.3655707)"
1241,"Châteaumeillant, France","(46.562103, 2.2018749)"
1242,"Morocco, Morocco","(31.791702, -7.092619999999999)"
1243,"Achaia, Greece","(38.1158729, 21.9522491)"
1244,"Polkadraai Hills, South Africa","(-33.9608446, 18.800415)"
1245,"Bot River, South Africa","(-34.2254252, 19.1969241)"
1246,"Tuscany, Italy","(43.7710513, 11.2486208)"
1247,"Similkameen Valley, Canada","(49.20246239999999, -119.8294828)"
1248,"Nardò, Italy","(40.1798489, 18.0331588)"
1249,"Donnici, Italy","(39.2574868, 16.2853141)"
1250,"Cabardes, France","(43.37074450000001, 2.2832766)"
1251,"Dolcetto di Dogliani Superiore, Italy","(37.7934333, -122.3993139)"
1252,"Ribera del Júcar, Spain","(39.2286419, -1.443469)"
1253,"Lamezia, Italy","(38.93362219999999, 16.2757514)"
1254,"Trentino Superiore, Italy","(46.0747793, 11.1217486)"
1255,"Amyndeon, Greece","(40.6905178, 21.6797432)"
1256,"Vânju Mare, Romania","(44.4257053, 22.8680481)"
1257,"Hrvatsko Primorje, Croatia","(45.1, 15.2000001)"
1258,"Vin de Pays de la Méditerranée, France","(30.392116, -88.8876973)"
1259,"Cerasuolo d'Abruzzo, Italy","(39.76221, -105.0199866)"
1260,"Grave del Friuli, Italy","(35.466795, -97.5166443)"
1261,"Mâcon-Vinzelles, France","(46.2705194, 4.7753823)"
1262,"Mâcon-Prissé, France","(46.32179199999999, 4.744358)"
1263,"Vino de la Tierra de Cádiz, Spain","(36.5036495, -6.2743024)"
1264,"Vin Santo di Carmignano, Italy","(43.8239256, 10.995516)"
1265,"Pirque, Chile","(-33.6874736, -70.5883812)"
1266,"Alghero, Italy","(40.5579517, 8.319294900000001)"
1267,"La Clape, France","(43.158333, 3.1)"
1268,"Ramandolo, Italy","(46.2176074, 13.2637066)"
1269,"Vino de la Tierra de Zamora, Spain","(41.4209074, -5.6878736)"
1270,"Lot, France","(44.5379358, 1.6760691)"
1271,"Garda, Italy","(45.6049385, 10.6351414)"
1272,"Dolenjska, Slovenia","(45.7558584, 15.0592333)"
1273,"Arizona, USA","(34.0489281, -111.0937311)"
1274,"Brindisi, Italy","(40.6327278, 17.9417616)"
1275,"Western Plains, Australia","(-32.2785846, 148.5817624)"
1276,"New Zealand, New Zealand","(-40.900557, 174.885971)"
1277,"Pouilly-sur-Loire, France","(47.283935, 2.955667)"
1278,"Requinoa, Chile","(-34.2866812, -70.8211772)"
1279,"Kangaroo Island, Australia","(-35.7752426, 137.2142417)"
1280,"Vin Mousseux, France","(32.443335, -97.787711)"
1281,"Mavrodaphne de Cephalonie, Greece","(38.1753675, 20.5692179)"
1282,"Burgundy, France","(47.0525047, 4.3837215)"
1283,"Casorzo, Italy","(45.02123479999999, 8.3371719)"
1284,"Rosso di Cerignola, Italy","(41.2630789, 15.9115666)"
1285,"Adelaida District, USA","(35.645397, -120.874138)"
1286,"Goumenissa, Greece","(40.946869, 22.4510542)"
1287,"Dolcetto d'Asti, Italy","(41.6597893, -91.53151129999999)"
1288,"Sant' Agata dei Goti, Italy","(41.0895812, 14.4998955)"
1289,"Messinia, Greece","(37.1424653, 21.9522491)"
1290,"Crémant de Loire, France","(47.2703169, -0.1046324)"
1291,"Lakonia, Greece","(37.0299087, 22.5245093)"
1292,"McLaren Vale-Langhorne Creek, Australia","(-35.3356914, 139.0215171)"
1293,"Mentrida, Spain","(40.2394809, -4.1936206)"
1294,"Vin de Pays de Vaucluse, France","(43.8888395, 5.097687000000001)"
1295,"Erice, Italy","(38.0380892, 12.5873511)"
1296,"Monreale, Italy","(38.0814986, 13.2889834)"
1297,"Monferrato Bianco, Italy","(44.9032667, -93.56614019999999)"
1298,"Béarn, France","(43.47055599999999, -0.9248539999999998)"
1299,"Paso Robles Willow Creek District, USA","(35.5595517, -120.7791151)"
1300,"Torgiano Rosso Riserva, Italy","(43.043267, 12.4495221)"
1301,"Arribes del Duero, Spain","(40.9171256, -6.7992003)"
1302,"Finca Élez, Spain","(37.8002248, -122.434813)"
1303,"Moulis, France","(42.961685, 1.091185)"
1304,"Pinto Bandeira, Brazil","(-29.0974864, -51.45032339999999)"
1305,"Campanha, Brazil","(-21.8343864, -45.3990201)"
1306,"Lime Kiln Valley, USA","(36.0112678, -121.5164712)"
1307,"Moscato di Pantelleria, Italy","(36.8057129, 12.0217794)"
1308,"Amador-Napa, USA","(38.3401543, -122.2819456)"
1309,"Hilltops, Australia","(-34.3613068, 148.4629997)"
1310,"Barossa-Langhorne Creek, Australia","(37.7746773, -122.391388)"
1311,"Currency Creek-McLaren Vale, Australia","(-35.4373405, 138.7586849)"
1312,"Vin Santo di Montepulciano, Italy","(43.09045649999999, 11.7810898)"
1313,"Coteaux du Lyonnais, France","(45.6396816, 4.706689)"
1314,"Gippsland, Australia","(-37.5831982, 147.4627259)"
1315,"Friuli Colli Orientali, Italy","(46.0397227, 13.437443)"
1316,"Mâcon-Azé, France","(46.431348, 4.7612249)"
1317,"Dogliani Superiore, Italy","(None, None)"
1318,"Strathbogie Ranges, Australia","(-36.9, 145.75)"
1319,"South Africa, South Africa","(-30.559482, 22.937506)"
1320,"Colline Teramane, Italy","(43.6503956, -79.3843577)"
1321,"San Antonio de las Minas Valley, Mexico","(31.965445, -116.646471)"
1322,"Vino de la Tierra Ribera del Gállego-Cinco Villas, Spain","(41.6488226, -0.8890853)"
1323,"Madeira, Portugal","(32.76070740000001, -16.9594723)"
1324,"Valtellina, Italy","(46.1633869, 9.8447202)"
1325,"Moscato di Trani, Italy","(41.2784559, 16.415835)"
1326,"Napa Valley-Paso Robles, USA","(35.6444393, -120.6893353)"
1327,"Krania Olympus, Greece","(39.954899, 21.967369)"
1328,"Falanghina del Molise, Italy","(41.8707208, 14.691154)"
1329,"Corinthia, Greece","(38.0022977, 22.5245093)"
1330,"Slovenska Istra, Slovenia","(45.2745018, 13.8901858)"
1331,"Corton-Bressandes, France","(47.0249725, 4.827512899999999)"
